title,date,link,source,sentiment
New World Update: 1.0.1 - News | Official New World: Aeternum Website - newworld.com,2021-10-05 07:00:00,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1QdjFZQUpybmJvUVN0emxsaUI4cUhqdlpXeVBfS3hkbVg0R0VpS3MzaGo5VGNuZGpUZGFXYkZMRnlVQnJZd0lsc3l5YVAtVnY2OWlDSWx1b2xBUDJMWnZ4R1pDV29OaEdq?oc=5&hl=en-US&gl=US&ceid=US:en,newworld.com,0.0
WHO’s 10 calls for climate action to assure sustained recovery from COVID-19 - World Health Organization (WHO),2021-10-11 07:00:00,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNNlZBdFdCbTBrcjN0OVR6a0hDMWdOZElUbzB1ZGl6X09jUTRxMFkxRlRDc05ES2xORDZZd1hmVUR1b0FTQ09ENjNKeUR2XzRyV2IzX04xR1EwRjNIblZSdUhTVV9MUThhR2tSM3UxTmNycnhFM202NUlfREVRZ3JQYUFJcXVFN1JyaEw4RzJ6bU13dW5FN3ZiVHJ1Q3ZFeWdVNGxzcnVVeHhZUGlnekt3N3FUSlUxc3Jx?oc=5&hl=en-US&gl=US&ceid=US:en,World Health Organization (WHO),0.34
College of Nursing Earns Top Marks in U.S. News & World Report Rankings - The University of Arizona Health Sciences,2021-10-05 07:00:00,https://news.google.com/rss/articles/CBMisgFBVV95cUxNVkhCSko3b1JMRmp1UjJrTWlQVHdmNGZDR2ZyY29POGZ2MWtlLWY5WmZPc0ZhNUZGSGlhd0RSdWxUYUllWGJXUGNXM2t3czRSN05uYVZZZzdxSTNFY0tROVVnLS1JenVIdnNCSG5oQlBKbXItYjRZZG9qZXZWanBONVNJQzlzdVhtT2ctZlJLWjdhcjhIdmlPOHpxenBheFRVSzJtRmlDOUhHb2czZllIQXlB?oc=5&hl=en-US&gl=US&ceid=US:en,The University of Arizona Health Sciences,0.2023
Catholic Church child sexual abuse scandal - BBC,2021-10-05 07:00:00,https://news.google.com/rss/articles/CBMiUEFVX3lxTE9YQUh6U2MwcWRIdEtvQ1NnSDJ3QTYxNF9SaTNheENxTlp1bGszV2xReXdUVmtGUWV1UGYzS00tRVBOd1ZZYm1USGVRYm14aVpK0gFWQVVfeXFMUHQ0RngtaXNUSzVjejAtbHBHeHlVdzQyazRWZjRyRzZ2QUJZblMyYXF3d0tXVEZycnlQSTJfaWE3Qlk3Sng1N2t0bWR5ODVqY3dfa2NfUXc?oc=5&hl=en-US&gl=US&ceid=US:en,BBC,-0.7964
Health and Care Worker Deaths during COVID-19 - World Health Organization (WHO),2021-10-20 07:00:00,https://news.google.com/rss/articles/CBMijwFBVV95cUxOUnBkeGVMVURNWUZpOXZnNGhJQUdKanpUUGJwY3A1QWtweFB3Q2N6OFhGdVdJUXhaQTRaYXpyUXdtYXhrdWJDWWF1MzNEWTQ4Z2RpN0dPNFctMGJVcUFCd0JnYkxWVHFTYkdaWW50WEdMYl85R2tSeDBfbXYxSXA2b3J1cHhJeFFheUV1UUxTNA?oc=5&hl=en-US&gl=US&ceid=US:en,World Health Organization (WHO),0.4939
New World Update 1.0.4 - News | Official New World: Aeternum Website - newworld.com,2021-10-27 07:00:00,https://news.google.com/rss/articles/CBMidkFVX3lxTE5XakJWbldBNmdiVTJvMU9CT2xfWFViLWQwb0xWWkhoTVZkeHpGMXNZY3h6N1VqOXNUQTNNcXd3VG04cjIyVEZXM2prUS1nNmNNcFV4R0doMm5RRWkzb0lIMkt6OTF5RkdIZzF3Q0JVaGFOUF9CR2c?oc=5&hl=en-US&gl=US&ceid=US:en,newworld.com,0.0
"Afghanistan facing desperate food crisis, UN warns - BBC",2021-10-25 07:00:00,https://news.google.com/rss/articles/CBMiV0FVX3lxTE1mNnBOeTBuMnk1VFlhMHFfMVc0bW82eDM1ek14aElXc2JSRXhjTWNrazJKN1h5UGRpZjRaanEwNTdaNV9qOS1GRmFrWDFjTHd1OFZ0MFdhb9IBXEFVX3lxTE5IOE5UZ0RvUldsdG1XdktENTNZSkptUVpzNi1yc090cFdDM0FMbHI1aW5mMEpmeTVKam9ZQlh0dGw5YnMyX1RVOUdsdF93akF0SE9lbHZtNFA5c0FG?oc=5&hl=en-US&gl=US&ceid=US:en,BBC,-0.7783
New World Update 1.0.3: Server Transfer Details - News | Official New World: Aeternum Website - newworld.com,2021-10-19 07:00:00,https://news.google.com/rss/articles/CBMid0FVX3lxTE9EVk1aVW9pQkoxcHgzanhKYmtDMWFuWXNyTm5nWHMySUR0WlpyRFVqZDBnYnZmTGdpRjAxQVF3ZjRleE5GU1hhdm5mbFV5Z01QSEY5VjRqMWwyZ2I1NW1MVEEzalNUWjhHZHdFSEo0QUpMRzFlZGJB?oc=5&hl=en-US&gl=US&ceid=US:en,newworld.com,0.0
New global targets to prevent maternal deaths - World Health Organization (WHO),2021-10-05 07:00:00,https://news.google.com/rss/articles/CBMijwFBVV95cUxQa2otRktzakc4VTAyYU1QaTZ1alpQTW1mZkllRTNjcGU1YnFCVmZNaGtnV2pjOEpVY1pMV0FmelRyN3pEbGVHZElSd0I4Q2hEeWUxbHJSMVVSRXBEcEdLYzFPelNYU2Ryc05xWTlDYWFocEhzT2tGZUZSWUtNRFMxRlpCQkdnM3BQdDFQbTNjWQ?oc=5&hl=en-US&gl=US&ceid=US:en,World Health Organization (WHO),0.0258
Trump to launch new social media platform TRUTH Social - BBC,2021-10-20 07:00:00,https://news.google.com/rss/articles/CBMiXkFVX3lxTE1xNTVNazdndm9hcDRTeDZtZXN5aG54MW1WQjg5TEpLdXJ6TUhaaHpCY3pkUlNLOUx3X01KeTNvdTc4Q0tvLVRTWkFFZlFUaV9XNS1mSENjRnVrWk1rdXfSAWNBVV95cUxNUWhBUU5VaWNadk9NdVQ1TjR3bUY0RWZsZlF4Nkk4UEtzOTVSVG8xbG9Ec3RmTmJ5Yi10UWF5cXFCWmJJZkFXOEZMZlplVExmVnJPeFBJbDk3TzhubG1oNE1INTQ?oc=5&hl=en-US&gl=US&ceid=US:en,BBC,0.4648
Interim statement on booster doses for COVID-19 vaccination - World Health Organization (WHO),2021-10-04 07:00:00,https://news.google.com/rss/articles/CBMiogFBVV95cUxQSmM1MkV3MFo2bzJnbC1aTFM0emNTbHJrUE0tT3Bael81YTBOdlVPcVQ1SDBpaXRiRUdPdmZBbkdwbFp1cG9scnFSLWc4UzE1VEVwYWx2SEtsVGJwdGdIX3NNeGdjdjN6WVlNUGpFT1VnNUdNU3dPYXJkazRlZUlmMVBiVGFTUFlZZUJva25XUUFxdl9kRE8yZWoyZ2labzFOYXc?oc=5&hl=en-US&gl=US&ceid=US:en,World Health Organization (WHO),0.0
Alcohol is one of the biggest risk factors for breast cancer - World Health Organization (WHO),2021-10-20 07:00:00,https://news.google.com/rss/articles/CBMirAFBVV95cUxQXzJESEtrWlVPSUZjSnc1cTlBWHlaa0dqWW42V2Q0amJpeTR3MzhzMkF5NkNJbm5wd3JDeDdpSGhTTTY3bmNPQ1lpaXRzQkpfbVRWVWFONFhhRmZmdUpfWkgxQklwNWFpNmlod1FxU3E3Y09mbmhpSFczWm5sSldyaHAxbURtOWtWaHpYeGlHcXhCMkdoYnNTUmUtVmtHUGZJaFRNN0c4VE1XZzRt?oc=5&hl=en-US&gl=US&ceid=US:en,World Health Organization (WHO),-0.7579
Biden says US will defend Taiwan if China attacks - BBC,2021-10-22 07:00:00,https://news.google.com/rss/articles/CBMiV0FVX3lxTE5BdlRSdVR6Ty1KV2xGT2hKSHdrajVUUmMydHZ5TnVUMjl4M1B0RV9hcHR4eWJQN0JkbXEtVU1ZbTlyRHVSX2twb21rMW0tY1NfcURIU05CMNIBXEFVX3lxTFBFMURGeE1GNzZtbm83SUdxQ1VveVZ6T3dObjRua2s1YmRaSzM1QWd0bzBUczJfaHlPLW1Hc05VRjBOd1R5TWFOZnlkRW1rYkxRYzBFT01JVzJTRktr?oc=5&hl=en-US&gl=US&ceid=US:en,BBC,-0.4404
Tuberculosis deaths rise for the first time in more than a decade due to the COVID-19 pandemic - World Health Organization (WHO),2021-10-14 07:00:00,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOVEhjREZjS3Z5TURnUUNJSTE4dy1qQWIyWnVFLWNMZDUtR3N2aVJoTGZwRkdoTkdGaTdOeF9RZng4NDFmbjFMQ1lNeHZ5U1RIQWFaYVA2cGRwQXRWNjZTNVRhdFN3TVZvZ1l6cXhuZm0xVW5nRWR0NXBYd1Q3dnRIcEFJMlhYVEk4aW1ITnpjZzlkOGtPeHdfZXBoQ1FtT1JMMGhFMmFzeUIyT3dRM2dFR0RkQS0xc2x6bFk2bWN6Ti1SOUFONGFrME1HMG5hSC15?oc=5&hl=en-US&gl=US&ceid=US:en,World Health Organization (WHO),0.0
UCSF Rises in US News Global Universities Rankings for 2022 - UC San Francisco,2021-10-27 07:00:00,https://news.google.com/rss/articles/CBMimAFBVV95cUxOLVVfWWlHbzdRaWxPNFV2eGpNRWppS1pHNEFHRjRFc1hDM2RrM09SVEpzVlpXZVNyVFpEWlNxMmRVOGRvczN5YlpvanJ3MFhhVm1QN1N6ZGt1cmRSX3JqZERNdGhybmxKVHYtLS1zeWtwRWRpVjUyOVpHcTRlcGVENE5tdTFUbENWRVZXdTRjNE9ZOGFxR3dpcg?oc=5&hl=en-US&gl=US&ceid=US:en,UC San Francisco,0.0
Everest expedition with 6 CCI scientists sets 3 world records - The University of Maine,2021-10-06 07:00:00,https://news.google.com/rss/articles/CBMipAFBVV95cUxQLTYySVR3NjEyV3lOMkVzdWpTeHlCRWF6WGVFYXBVQlhOUGppT2ktWU1SREl5eGlPVndVR1RwSDJvRGRFaWZXY1Voc2x6Z2M4SFY2QjU3aTZhd0pRd0JVaUp2SkluWG1jQURmNEpvS0poeUtVX01XZ0lqZ2ZUM2dSQVpPSkZReVE5YXJkaHNGMjBqcldMQnh0akd6VmxoZWc4RkJDeA?oc=5&hl=en-US&gl=US&ceid=US:en,The University of Maine,0.0
Ma applies statistical solutions to real-world problems - UGA research,2021-10-12 07:00:00,https://news.google.com/rss/articles/CBMijwFBVV95cUxPa05kVzdIbHhTalhrT1JQSDB0bkY2X2JLak1md1d6VV9DNndEUkRaZ1ZVeUY5YkFxUHpwcy1lUFNIRG5iV0JqdWdvTGc0WThmaG1ITHc3R3hub1hzWnM2ZDMtUHhib2tvTlhjdGhWMlJHeko1UWo2dHU2RmNhRmlBcWJZbmVYMkdWZmJuRS1mRQ?oc=5&hl=en-US&gl=US&ceid=US:en,UGA research,-0.25
G20: World leaders agree to historic corporate tax deal - BBC,2021-10-30 07:00:00,https://news.google.com/rss/articles/CBMiUEFVX3lxTE5KOUNjc2Q4WnkzWHpPZ0h5a2d1QlNTeDdxWDRCYnlmWWl0Q2xPbnpkRzlFLTZYU0tXb1RKdjZkejIzRGdPQmI0X2JmYkd2dW5j0gFWQVVfeXFMUG5maVZ1XzJReTVKakRpM1dIcUJEUlEzQURQQTkyeTlEVi0zdm5uQmgxYzZQY2RkQ3VwdzZhRDFHdm0zWU1YMnYyaGFtMlpBNVh5dmNuc3c?oc=5&hl=en-US&gl=US&ceid=US:en,BBC,0.3612
"Climate Change Could Further Impact Africa’s Recovery, Pushing 86 Million Africans to Migrate Within Their Own Countries by 2050 - World Bank",2021-10-27 07:00:00,https://news.google.com/rss/articles/CBMiigJBVV95cUxPdlJJTVBHZWZTT2x1NlZrNU83RmEwS1MyaHM0VUozU20wd084aXZ5ZVJuaVpJalBQX1Q1UEFMVkNpTEJvbmt6R1BUc0hVTnJ0Qzc2dDZFbE05eDJQdmhEcTlEaHpTNEloZkY2bDB4VEV2dGhjQ1J1WG5qSTJ4SnVsSTlPMkhXazVCaERZenp5ZmY0aUIwd0xPTDNRdTBVeVFScVB0dGozMWhGWTVoR2I2OTFlSW05Z2gya0t0MGsyVlZURy1tY2FpaVdibjYwd3ZHS2liR2g0dTF3ZFFPRFU0MFZieUFISXg2VVVRMmhUNXNZOVhsYTU1d1JndW9BN2lCYWgwYnA4dVFzZw?oc=5&hl=en-US&gl=US&ceid=US:en,World Bank,-0.3818
Taiwan says dozens of Chinese planes entered defence zone - BBC,2021-10-02 07:00:00,https://news.google.com/rss/articles/CBMiV0FVX3lxTE9Vd090RHM5YlZQUWdoLTVCTFR0bm1HMXhHSUVwX2ctMTdSVUV4ZjdVTXk0aGNUU1ZHcnhIb2g3N29laXpIbXcwRXQxUnRBTVlqYnM0TGdVVdIBXEFVX3lxTE5ZVmh0bUJnLU9odEUwSVNmemtDam5NWGlwbW90dGRzSmFzbTZFYVJkQ2FTVEU2MThha2pyTEx4N28ydVh2QUxZZERaM3Ixb1VncUlKMm8wV2dROGpn?oc=5&hl=en-US&gl=US&ceid=US:en,BBC,0.1027
"Drugs, arms, and terror: A high-profile defector on Kim's North Korea - BBC",2021-10-10 07:00:00,https://news.google.com/rss/articles/CBMiV0FVX3lxTE1nSVNIb2RWZF9YdFRLRUw3bnRUZ05uenNmSE82S2w2cDR4eDgzcHNCeDBRTGNKR0RTQ21kcC05SXdwX09LQkQ2RTlKVlBSLTVMcC1NRkc4VdIBXEFVX3lxTFA3Y1k1dzRxVWlYbTZTdkg4RHFQUnBZQ0N0OVdyeEZ0VTZTU1RQal81czB6RVBjSlNpWDg1cFozMHczMmtxcXd1TWRXRXFWVFA5Y0V2a2hEdzBHdU1X?oc=5&hl=en-US&gl=US&ceid=US:en,BBC,-0.743
Why China's climate policy matters to us all - BBC,2021-10-29 07:00:00,https://news.google.com/rss/articles/CBMiX0FVX3lxTE1fczJEU1RwRU1fTDFlcUl0VDk0bXBZcnFIYVk2TTN3T1dnUENZQmw4Qng2bmlvLUYzeVBBT09UQ2RENndkS1NNdklyZ3d2V1FOMHJpNHU4V0lraG5nOHFN0gFkQVVfeXFMT1h1NTk2NE1tbTBnazFuemZWYTZlZUY5VVFZQnB2Y1QxM1hiSDJDOEVja0dPTTRIODdEVGtWTDBscF83cVQtbmpmcWlkQlZ1OTZJSmVGNWp0My14OGZSR3ZYbmpxUw?oc=5&hl=en-US&gl=US&ceid=US:en,BBC,0.0258
Study: The U.S. Is Among Countries Leading a Global Decline in Rule of Law - U.S. News & World Report,2021-10-18 07:00:00,https://news.google.com/rss/articles/CBMiugFBVV95cUxOZTNyaURsT3NGT09PM3JkTWhHNFlHQlZYc2NmRXlGOVM0MXd5M09xQ083UUxYY0JBbnJBcERvcVphVnF2Tm1PRnh6dERUY3JDLTMwWWJGUlhrZ3F2OVRxVGZRMkFXelpfOFlkX0tkNWxmNWlzQWZBbHBoc2d1YUhlV0lNM0xNTGFCVzQ2X2F0UHJ6cUpWcGdTcVpLd0ZOR0V3a3VMZHQ3MXhNcjlCWU10RVNXTklRRDF4MFE?oc=5&hl=en-US&gl=US&ceid=US:en,U.S. News & World Report,0.0
Madagascar: Severe drought could spur world’s first climate change famine - UN News,2021-10-21 07:00:00,https://news.google.com/rss/articles/CBMiV0FVX3lxTE5ZNEliU1hnTTZ0WXR1OVVqLXRNMXBfSEg0ejBPRlBuMzZMWS1LN0dWOVU1REUwS2E2N2FjalhCZkdTQTRodG12NEJyMlZaT01RdmNNSXhlcw?oc=5&hl=en-US&gl=US&ceid=US:en,UN News,-0.3818
"It’s important, but is it news? - Northeastern Global News",2021-10-25 07:00:00,https://news.google.com/rss/articles/CBMihAFBVV95cUxQS1pkUmtBamVVVXBCMmsxbU9EZTlfeHFvQU5BcjdCajcxN2VNT3BqSk1LUThSYzhyNENJR3kzTW0yeExIVzBxQjRoeHN3amlUQ25BU0tGa2F3ZzVFNzJxZ0lvWVF4SzdIRTJJQURVT2QzWU9keThtdlJOdndQc2ZwQXQxRVY?oc=5&hl=en-US&gl=US&ceid=US:en,Northeastern Global News,0.1027
Record number of China planes enter Taiwan air defence zone - BBC,2021-10-05 07:00:00,https://news.google.com/rss/articles/CBMiV0FVX3lxTE9YUWdCWTcwVVJ0dmlMTDZmb1pIOVRsZTAzREhHc3MwYjlxR1hKVllMRkhXcFVzdC10WXJEeUhYeWJETG5YaTljUWRLODE5eGc5OVkwaElRONIBXEFVX3lxTE1Kbk5TR1dWZVRYdUNUREs3eS1SZlNCY0NlVlE5UUo4V2YzLVYxQ3VfQk1uVzlRRkFESWtzSC1hdG9RU3FNYUx2Nl9HTmtram8xR0VVdExta3ZVV3Mw?oc=5&hl=en-US&gl=US&ceid=US:en,BBC,0.1779
10 Things You Didn’t Know About the World Bank Group’s Work on Climate Change - World Bank,2021-10-29 07:00:00,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPd0JCMVFDQklZNEFIbXdGb2ZRQy01UWwxcG9fVXA2VjA3MXh4U2NfZEw0VHdnZE9RN1ZLdVpyM3hycHhFQlltTDZTaDJzbnFqVkFaWXhrejlPOUJRTjJrUTZHc3hDbkdHZnhOZGF4V0dOVThsdklYUy1JTl9VcW1tLUVqZjluUF9kbXZwUk1RZlVPRFlZM1pTX05wX25acFA5Rjk3X0hyLTJFR2Zrem1aUy1DdzY1aklOSWFWV2JfbTNPZ3c?oc=5&hl=en-US&gl=US&ceid=US:en,World Bank,0.0
WHO report highlights global shortfall in investment in mental health - World Health Organization (WHO),2021-10-08 07:00:00,https://news.google.com/rss/articles/CBMirwFBVV95cUxQWXNSeFNXX0JSRU9XbUpTV3NpNC1tNklZZ3oxZG1LYWNYXzJLOGJ4dzlXQkhKRW45UE8zX21UZFkzdzg4M2daRDZnTFNQZGNfN25FeDgwM2xNTEtCVERRUG5XMzNlb1RFeUQ3QWJkXzk2cEs4NC1oSXpwdXRoNEhESms4MWUyMjBLUHZCOG5palR4MVFMRmdTSzhVTWd2cURZMWFDRnR1WWp2eVZMVWZZ?oc=5&hl=en-US&gl=US&ceid=US:en,World Health Organization (WHO),0.0
UT Austin Ranked Best School in Texas and Among the World’s Best - UT News,2021-10-27 07:00:00,https://news.google.com/rss/articles/CBMimwFBVV95cUxQeHB4N3lZbzB0WDBVd2JqODJYU0xmRDRZVGpOOVVtQTNPaHBYZFdXNDhhdGpEZEpibC15NFUyVUpqVlZMbm41SHJER3hvWUwwaXNhaWxLX0x2UmlBa2dnamNaczBKOVpkcGNnRFNoTDZoZ1JoMW5RY2swQlNzSTFfZFdpaEFPdUhHYVhLZU5oLWdQNThiUkpMaWVXMA?oc=5&hl=en-US&gl=US&ceid=US:en,UT News,0.8555
‘Don’t Punish Me For Who I Am’: Huge Jump in Anti-LGBTQ Hate Crime Reports in UK - VICE,2021-10-11 07:00:00,https://news.google.com/rss/articles/CBMijAFBVV95cUxQQ0h4UEFYXzRCSnktaVVrTkFsZ1RhcHZKQmNRUFFWSVdTRWdNemZJMXRSVnhQc1d6NmhYUkFqRlhlUFNtM25KU21OVGRYNW9PUGZJWDlJaFlONEM0ZWFua21nZGY3TThqLTc3R09zUXFhS2ZDWGdmbjFQa2ZrY1lYQW1ZOURiNi1LOWtFbA?oc=5&hl=en-US&gl=US&ceid=US:en,VICE,-0.8519
China-Taiwan tensions: Xi Jinping says 'reunification' must be fulfilled - BBC,2021-10-09 07:00:00,https://news.google.com/rss/articles/CBMiX0FVX3lxTE85SDhmR3Q5amJkQjBzREM5WDhWR2dvendOWUdqNmV5LS1YV0dxU1loQ0ZHd2NZUmZWNlcyZ3BoX09CTVcwSUFFRzh4Q3kyT19QRjY3bWJKNUJEeTdJQ0pj0gFkQVVfeXFMTVU5YU5sLTlsWnBmeXZOVk56cEpkMkc0eWNaaDdpRFM4d2RPVmFiZ0hfUGczaVFqb2pqQmRReE9JYUgySnpxU1MzcG1UQzlnbW5adXJ3UmpHcHZpWjgxQkxVbldNNw?oc=5&hl=en-US&gl=US&ceid=US:en,BBC,0.0258
"The W.H.O. says North Korea is accepting medical supplies, and other news from around the world. (Published 2021) - The New York Times",2021-10-13 07:00:00,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQRHNGRC1RNXpzblgtOWRmUXhySkJfRW8wOWppaHpXS1dMSUFTU1l2N0dKNk16NVprZlVVbWFnYW82ZXJIZ2drMWMwYUQ5UV9IMzdGbVVBRXk5M1JnWEZzRWNaOGs1N2JGMVJhbDlac0pEak16T2MwZlhrODA0d202T05naTl6WUw2?oc=5&hl=en-US&gl=US&ceid=US:en,The New York Times,0.3818
WHO and partners call for action to better protect health and care workers from COVID-19 - World Health Organization (WHO),2021-10-21 07:00:00,https://news.google.com/rss/articles/CBMiyAFBVV95cUxORl9VUVlxU29pY1hiblZtUnhzeGdJZDlIUlNBejEtQVNfQUVUQ0Z1R003OUlnQmZMTVNqMXdtdWVxOVRpUzBMVm1waEZuaWZtdXVIekNuQUFMNXRaYmh4ZXhRQ1M4N3RpX2NrUXdFV0lDd21jNEQ2UVdwX1RsSk84VklYUjU4M2c2MU1JcmxvSnBkeXdqeHk4ZDE2TVY5YV9PakpFWDV6bGMzLUxWc0JicXV4aXp2SmtrUE9JVWlUZVZuX09NZHluRw?oc=5&hl=en-US&gl=US&ceid=US:en,World Health Organization (WHO),0.8271
